dep_len_temperley,info_status_score,sentence_length,sent_id,variant_order,is_reference,deprel_sequence,type
73,0,27,train-s4888,"[8, 2, 23, 5]",False,iobj nsubj obj obl,variant
73,0,27,train-s4888,"[8, 5, 2, 23]",False,iobj obl nsubj obj,variant
73,0,27,train-s4888,"[8, 23, 5, 2]",False,iobj obj obl nsubj,variant
73,0,27,train-s4888,"[23, 2, 5, 8]",False,obj nsubj obl iobj,variant
73,0,27,train-s4888,"[23, 5, 2, 8]",False,obj obl nsubj iobj,variant
73,0,27,train-s4888,"[23, 5, 8, 2]",False,obj obl iobj nsubj,variant
73,0,27,train-s4888,"[23, 8, 2, 5]",False,obj iobj nsubj obl,variant
73,0,27,train-s4888,"[23, 8, 5, 2]",False,obj iobj obl nsubj,variant
74,0,38,train-s4942,"[5, 11, 16, 21]",True,nsubj obl advcl obl,reference
74,0,38,train-s4942,"[5, 11, 21, 16]",False,nsubj obl obl advcl,variant
74,0,38,train-s4942,"[5, 16, 11, 21]",False,nsubj advcl obl obl,variant
74,0,38,train-s4942,"[5, 16, 21, 11]",False,nsubj advcl obl obl,variant
74,0,38,train-s4942,"[5, 21, 11, 16]",False,nsubj obl obl advcl,variant
74,0,38,train-s4942,"[5, 21, 16, 11]",False,nsubj obl advcl obl,variant
74,0,38,train-s4942,"[11, 16, 21, 5]",False,obl advcl obl nsubj,variant
74,0,38,train-s4942,"[11, 21, 16, 5]",False,obl obl advcl nsubj,variant
74,0,38,train-s4942,"[16, 11, 21, 5]",False,advcl obl obl nsubj,variant
74,0,38,train-s4942,"[16, 21, 11, 5]",False,advcl obl obl nsubj,variant
74,0,38,train-s4942,"[21, 11, 16, 5]",False,obl obl advcl nsubj,variant
74,0,38,train-s4942,"[21, 16, 11, 5]",False,obl advcl obl nsubj,variant
21,-1,20,train-s4959,"[10, 11, 14, 16]",True,nsubj obl obj compound,reference
21,-1,20,train-s4959,"[10, 14, 11, 16]",False,nsubj obj obl compound,variant
21,-1,20,train-s4959,"[10, 14, 16, 11]",False,nsubj obj compound obl,variant
21,-1,20,train-s4959,"[11, 16, 14, 10]",False,obl compound obj nsubj,variant
21,-1,20,train-s4959,"[14, 10, 11, 16]",False,obj nsubj obl compound,variant
21,-1,20,train-s4959,"[14, 11, 10, 16]",False,obj obl nsubj compound,variant
21,-1,20,train-s4959,"[16, 10, 11, 14]",False,compound nsubj obl obj,variant
21,-1,20,train-s4959,"[16, 11, 10, 14]",False,compound obl nsubj obj,variant
21,-1,20,train-s4959,"[16, 11, 14, 10]",False,compound obl obj nsubj,variant
21,-1,20,train-s4959,"[16, 14, 11, 10]",False,compound obj obl nsubj,variant
25,0,16,train-s4989,"[5, 7, 13, 14]",True,nsubj obl obj compound,reference
25,0,16,train-s4989,"[5, 13, 7, 14]",False,nsubj obj obl compound,variant
25,0,16,train-s4989,"[5, 13, 14, 7]",False,nsubj obj compound obl,variant
25,0,16,train-s4989,"[7, 14, 13, 5]",False,obl compound obj nsubj,variant
25,0,16,train-s4989,"[13, 5, 7, 14]",False,obj nsubj obl compound,variant
25,0,16,train-s4989,"[13, 7, 5, 14]",False,obj obl nsubj compound,variant
25,0,16,train-s4989,"[14, 5, 7, 13]",False,compound nsubj obl obj,variant
25,0,16,train-s4989,"[14, 7, 5, 13]",False,compound obl nsubj obj,variant
25,0,16,train-s4989,"[14, 7, 13, 5]",False,compound obl obj nsubj,variant
25,0,16,train-s4989,"[14, 13, 7, 5]",False,compound obj obl nsubj,variant
24,0,14,train-s5000,"[1, 4, 10, 11]",True,nsubj obj advmod compound,reference
24,0,14,train-s5000,"[1, 4, 11, 10]",False,nsubj obj compound advmod,variant
24,0,14,train-s5000,"[1, 10, 4, 11]",False,nsubj advmod obj compound,variant
24,0,14,train-s5000,"[4, 1, 11, 10]",False,obj nsubj compound advmod,variant
24,0,14,train-s5000,"[10, 11, 1, 4]",False,advmod compound nsubj obj,variant
24,0,14,train-s5000,"[10, 11, 4, 1]",False,advmod compound obj nsubj,variant
24,0,14,train-s5000,"[11, 4, 10, 1]",False,compound obj advmod nsubj,variant
24,0,14,train-s5000,"[11, 10, 4, 1]",False,compound advmod obj nsubj,variant
16,0,13,train-s5004,"[1, 6, 9, 10]",True,nsubj obl obj compound,reference
16,0,13,train-s5004,"[1, 9, 6, 10]",False,nsubj obj obl compound,variant
16,0,13,train-s5004,"[1, 9, 10, 6]",False,nsubj obj compound obl,variant
16,0,13,train-s5004,"[6, 10, 9, 1]",False,obl compound obj nsubj,variant
16,0,13,train-s5004,"[9, 1, 6, 10]",False,obj nsubj obl compound,variant
16,0,13,train-s5004,"[9, 6, 1, 10]",False,obj obl nsubj compound,variant
16,0,13,train-s5004,"[10, 1, 6, 9]",False,compound nsubj obl obj,variant
16,0,13,train-s5004,"[10, 6, 1, 9]",False,compound obl nsubj obj,variant
16,0,13,train-s5004,"[10, 6, 9, 1]",False,compound obl obj nsubj,variant
16,0,13,train-s5004,"[10, 9, 6, 1]",False,compound obj obl nsubj,variant
42,-1,17,train-s5010,"[2, 4, 7, 13]",True,obj nsubj obl obl,reference
42,-1,17,train-s5010,"[2, 4, 13, 7]",False,obj nsubj obl obl,variant
42,-1,17,train-s5010,"[2, 7, 4, 13]",False,obj obl nsubj obl,variant
42,-1,17,train-s5010,"[2, 7, 13, 4]",False,obj obl obl nsubj,variant
42,-1,17,train-s5010,"[2, 13, 4, 7]",False,obj obl nsubj obl,variant
42,-1,17,train-s5010,"[2, 13, 7, 4]",False,obj obl obl nsubj,variant
42,-1,17,train-s5010,"[4, 2, 7, 13]",False,nsubj obj obl obl,variant
42,-1,17,train-s5010,"[4, 2, 13, 7]",False,nsubj obj obl obl,variant
42,-1,17,train-s5010,"[4, 7, 2, 13]",False,nsubj obl obj obl,variant
42,-1,17,train-s5010,"[4, 7, 13, 2]",False,nsubj obl obl obj,variant
42,-1,17,train-s5010,"[4, 13, 2, 7]",False,nsubj obl obj obl,variant
42,-1,17,train-s5010,"[4, 13, 7, 2]",False,nsubj obl obl obj,variant
42,-1,17,train-s5010,"[7, 2, 13, 4]",False,obl obj obl nsubj,variant
42,-1,17,train-s5010,"[7, 4, 13, 2]",False,obl nsubj obl obj,variant
42,-1,17,train-s5010,"[7, 13, 2, 4]",False,obl obl obj nsubj,variant
42,-1,17,train-s5010,"[7, 13, 4, 2]",False,obl obl nsubj obj,variant
42,-1,17,train-s5010,"[13, 2, 7, 4]",False,obl obj obl nsubj,variant
42,-1,17,train-s5010,"[13, 4, 7, 2]",False,obl nsubj obl obj,variant
42,-1,17,train-s5010,"[13, 7, 2, 4]",False,obl obl obj nsubj,variant
42,-1,17,train-s5010,"[13, 7, 4, 2]",False,obl obl nsubj obj,variant
43,0,21,train-s5016,"[1, 8, 16, 18]",True,nsubj obl obj compound,reference
43,0,21,train-s5016,"[1, 16, 8, 18]",False,nsubj obj obl compound,variant
43,0,21,train-s5016,"[1, 16, 18, 8]",False,nsubj obj compound obl,variant
43,0,21,train-s5016,"[8, 18, 16, 1]",False,obl compound obj nsubj,variant
43,0,21,train-s5016,"[16, 1, 8, 18]",False,obj nsubj obl compound,variant
43,0,21,train-s5016,"[16, 8, 1, 18]",False,obj obl nsubj compound,variant
43,0,21,train-s5016,"[18, 1, 8, 16]",False,compound nsubj obl obj,variant
43,0,21,train-s5016,"[18, 8, 1, 16]",False,compound obl nsubj obj,variant
43,0,21,train-s5016,"[18, 8, 16, 1]",False,compound obl obj nsubj,variant
43,0,21,train-s5016,"[18, 16, 8, 1]",False,compound obj obl nsubj,variant
174,0,47,train-s5026,"[1, 3, 37, 44]",True,nsubj obj obl xcomp,reference
174,0,47,train-s5026,"[1, 3, 44, 37]",False,nsubj obj xcomp obl,variant
174,0,47,train-s5026,"[1, 37, 3, 44]",False,nsubj obl obj xcomp,variant
174,0,47,train-s5026,"[1, 44, 3, 37]",False,nsubj xcomp obj obl,variant
174,0,47,train-s5026,"[3, 1, 37, 44]",False,obj nsubj obl xcomp,variant
174,0,47,train-s5026,"[37, 3, 44, 1]",False,obl obj xcomp nsubj,variant
174,0,47,train-s5026,"[37, 44, 3, 1]",False,obl xcomp obj nsubj,variant
174,0,47,train-s5026,"[44, 3, 37, 1]",False,xcomp obj obl nsubj,variant
174,0,47,train-s5026,"[44, 37, 1, 3]",False,xcomp obl nsubj obj,variant
174,0,47,train-s5026,"[44, 37, 3, 1]",False,xcomp obl obj nsubj,variant
56,0,21,train-s5063,"[2, 6, 10, 18]",True,obj nsubj advcl compound,reference
56,0,21,train-s5063,"[2, 18, 10, 6]",False,obj compound advcl nsubj,variant
56,0,21,train-s5063,"[6, 2, 10, 18]",False,nsubj obj advcl compound,variant
56,0,21,train-s5063,"[6, 10, 2, 18]",False,nsubj advcl obj compound,variant
56,0,21,train-s5063,"[6, 10, 18, 2]",False,nsubj advcl compound obj,variant
56,0,21,train-s5063,"[18, 2, 10, 6]",False,compound obj advcl nsubj,variant
56,0,21,train-s5063,"[18, 10, 2, 6]",False,compound advcl obj nsubj,variant
56,0,21,train-s5063,"[18, 10, 6, 2]",False,compound advcl nsubj obj,variant
71,1,35,train-s5093,"[17, 18, 19, 20]",True,nsubj cc dep amod,reference
71,1,35,train-s5093,"[20, 19, 18, 17]",False,amod dep cc nsubj,variant
41,0,22,train-s5106,"[3, 18, 19, 20]",True,nsubj advcl obj compound,reference
41,0,22,train-s5106,"[3, 18, 20, 19]",False,nsubj advcl compound obj,variant
41,0,22,train-s5106,"[3, 19, 18, 20]",False,nsubj obj advcl compound,variant
41,0,22,train-s5106,"[19, 3, 18, 20]",False,obj nsubj advcl compound,variant
41,0,22,train-s5106,"[19, 20, 18, 3]",False,obj compound advcl nsubj,variant
41,0,22,train-s5106,"[20, 18, 3, 19]",False,compound advcl nsubj obj,variant
41,0,22,train-s5106,"[20, 18, 19, 3]",False,compound advcl obj nsubj,variant
41,0,22,train-s5106,"[20, 19, 18, 3]",False,compound obj advcl nsubj,variant
35,0,25,train-s5112,"[12, 15, 19, 23]",True,nsubj obl obl obj,reference
35,0,25,train-s5112,"[12, 15, 23, 19]",False,nsubj obl obj obl,variant
35,0,25,train-s5112,"[12, 19, 15, 23]",False,nsubj obl obl obj,variant
35,0,25,train-s5112,"[12, 19, 23, 15]",False,nsubj obl obj obl,variant
35,0,25,train-s5112,"[12, 23, 15, 19]",False,nsubj obj obl obl,variant
35,0,25,train-s5112,"[12, 23, 19, 15]",False,nsubj obj obl obl,variant
35,0,25,train-s5112,"[15, 12, 19, 23]",False,obl nsubj obl obj,variant
35,0,25,train-s5112,"[15, 19, 12, 23]",False,obl obl nsubj obj,variant
35,0,25,train-s5112,"[15, 19, 23, 12]",False,obl obl obj nsubj,variant
35,0,25,train-s5112,"[15, 23, 19, 12]",False,obl obj obl nsubj,variant
35,0,25,train-s5112,"[19, 12, 15, 23]",False,obl nsubj obl obj,variant
35,0,25,train-s5112,"[19, 15, 12, 23]",False,obl obl nsubj obj,variant
35,0,25,train-s5112,"[19, 15, 23, 12]",False,obl obl obj nsubj,variant
35,0,25,train-s5112,"[19, 23, 15, 12]",False,obl obj obl nsubj,variant
35,0,25,train-s5112,"[23, 12, 15, 19]",False,obj nsubj obl obl,variant
35,0,25,train-s5112,"[23, 12, 19, 15]",False,obj nsubj obl obl,variant
35,0,25,train-s5112,"[23, 15, 12, 19]",False,obj obl nsubj obl,variant
35,0,25,train-s5112,"[23, 15, 19, 12]",False,obj obl obl nsubj,variant
35,0,25,train-s5112,"[23, 19, 12, 15]",False,obj obl nsubj obl,variant
35,0,25,train-s5112,"[23, 19, 15, 12]",False,obj obl obl nsubj,variant
38,0,20,train-s5138,"[3, 4, 13, 16]",True,nsubj obl advcl obj,reference
38,0,20,train-s5138,"[3, 4, 16, 13]",False,nsubj obl obj advcl,variant
38,0,20,train-s5138,"[3, 13, 4, 16]",False,nsubj advcl obl obj,variant
38,0,20,train-s5138,"[3, 13, 16, 4]",False,nsubj advcl obj obl,variant
38,0,20,train-s5138,"[3, 16, 4, 13]",False,nsubj obj obl advcl,variant
38,0,20,train-s5138,"[4, 16, 13, 3]",False,obl obj advcl nsubj,variant
38,0,20,train-s5138,"[13, 4, 3, 16]",False,advcl obl nsubj obj,variant
38,0,20,train-s5138,"[13, 4, 16, 3]",False,advcl obl obj nsubj,variant
38,0,20,train-s5138,"[13, 16, 4, 3]",False,advcl obj obl nsubj,variant
38,0,20,train-s5138,"[16, 3, 4, 13]",False,obj nsubj obl advcl,variant
38,0,20,train-s5138,"[16, 4, 13, 3]",False,obj obl advcl nsubj,variant
38,0,20,train-s5138,"[16, 13, 4, 3]",False,obj advcl obl nsubj,variant
46,0,26,train-s5140,"[2, 12, 18, 22]",True,nsubj obl obl obj,reference
46,0,26,train-s5140,"[2, 12, 22, 18]",False,nsubj obl obj obl,variant
46,0,26,train-s5140,"[2, 18, 12, 22]",False,nsubj obl obl obj,variant
46,0,26,train-s5140,"[2, 18, 22, 12]",False,nsubj obl obj obl,variant
46,0,26,train-s5140,"[2, 22, 12, 18]",False,nsubj obj obl obl,variant
46,0,26,train-s5140,"[2, 22, 18, 12]",False,nsubj obj obl obl,variant
46,0,26,train-s5140,"[12, 2, 18, 22]",False,obl nsubj obl obj,variant
46,0,26,train-s5140,"[12, 18, 2, 22]",False,obl obl nsubj obj,variant
46,0,26,train-s5140,"[12, 18, 22, 2]",False,obl obl obj nsubj,variant
46,0,26,train-s5140,"[12, 22, 18, 2]",False,obl obj obl nsubj,variant
46,0,26,train-s5140,"[18, 2, 12, 22]",False,obl nsubj obl obj,variant
46,0,26,train-s5140,"[18, 12, 2, 22]",False,obl obl nsubj obj,variant
46,0,26,train-s5140,"[18, 12, 22, 2]",False,obl obl obj nsubj,variant
46,0,26,train-s5140,"[18, 22, 12, 2]",False,obl obj obl nsubj,variant
46,0,26,train-s5140,"[22, 2, 12, 18]",False,obj nsubj obl obl,variant
46,0,26,train-s5140,"[22, 2, 18, 12]",False,obj nsubj obl obl,variant
46,0,26,train-s5140,"[22, 12, 2, 18]",False,obj obl nsubj obl,variant
46,0,26,train-s5140,"[22, 12, 18, 2]",False,obj obl obl nsubj,variant
46,0,26,train-s5140,"[22, 18, 2, 12]",False,obj obl nsubj obl,variant
46,0,26,train-s5140,"[22, 18, 12, 2]",False,obj obl obl nsubj,variant
15,0,11,train-s5155,"[1, 5, 8, 9]",True,nsubj obj compound advmod,reference
15,0,11,train-s5155,"[1, 5, 9, 8]",False,nsubj obj advmod compound,variant
15,0,11,train-s5155,"[1, 9, 5, 8]",False,nsubj advmod obj compound,variant
15,0,11,train-s5155,"[5, 1, 8, 9]",False,obj nsubj compound advmod,variant
15,0,11,train-s5155,"[8, 5, 9, 1]",False,compound obj advmod nsubj,variant
15,0,11,train-s5155,"[8, 9, 5, 1]",False,compound advmod obj nsubj,variant
15,0,11,train-s5155,"[9, 8, 1, 5]",False,advmod compound nsubj obj,variant
15,0,11,train-s5155,"[9, 8, 5, 1]",False,advmod compound obj nsubj,variant
14,-1,10,train-s5168,"[2, 4, 5, 8]",True,nsubj obl obl obj,reference
14,-1,10,train-s5168,"[2, 4, 8, 5]",False,nsubj obl obj obl,variant
14,-1,10,train-s5168,"[2, 5, 4, 8]",False,nsubj obl obl obj,variant
14,-1,10,train-s5168,"[2, 5, 8, 4]",False,nsubj obl obj obl,variant
14,-1,10,train-s5168,"[2, 8, 4, 5]",False,nsubj obj obl obl,variant
14,-1,10,train-s5168,"[2, 8, 5, 4]",False,nsubj obj obl obl,variant
14,-1,10,train-s5168,"[4, 2, 5, 8]",False,obl nsubj obl obj,variant
14,-1,10,train-s5168,"[4, 5, 2, 8]",False,obl obl nsubj obj,variant
14,-1,10,train-s5168,"[4, 5, 8, 2]",False,obl obl obj nsubj,variant
14,-1,10,train-s5168,"[4, 8, 5, 2]",False,obl obj obl nsubj,variant
14,-1,10,train-s5168,"[5, 2, 4, 8]",False,obl nsubj obl obj,variant
14,-1,10,train-s5168,"[5, 4, 2, 8]",False,obl obl nsubj obj,variant
14,-1,10,train-s5168,"[5, 4, 8, 2]",False,obl obl obj nsubj,variant
14,-1,10,train-s5168,"[5, 8, 4, 2]",False,obl obj obl nsubj,variant
14,-1,10,train-s5168,"[8, 2, 4, 5]",False,obj nsubj obl obl,variant
14,-1,10,train-s5168,"[8, 2, 5, 4]",False,obj nsubj obl obl,variant
14,-1,10,train-s5168,"[8, 4, 2, 5]",False,obj obl nsubj obl,variant
14,-1,10,train-s5168,"[8, 4, 5, 2]",False,obj obl obl nsubj,variant
14,-1,10,train-s5168,"[8, 5, 2, 4]",False,obj obl nsubj obl,variant
14,-1,10,train-s5168,"[8, 5, 4, 2]",False,obj obl obl nsubj,variant
60,0,29,train-s5198,"[1, 5, 15, 18]",True,nsubj advcl obj compound,reference
60,0,29,train-s5198,"[1, 5, 18, 15]",False,nsubj advcl compound obj,variant
60,0,29,train-s5198,"[1, 15, 5, 18]",False,nsubj obj advcl compound,variant
60,0,29,train-s5198,"[15, 1, 5, 18]",False,obj nsubj advcl compound,variant
60,0,29,train-s5198,"[15, 18, 5, 1]",False,obj compound advcl nsubj,variant
60,0,29,train-s5198,"[18, 5, 1, 15]",False,compound advcl nsubj obj,variant
60,0,29,train-s5198,"[18, 5, 15, 1]",False,compound advcl obj nsubj,variant
60,0,29,train-s5198,"[18, 15, 5, 1]",False,compound obj advcl nsubj,variant
64,0,29,train-s5211,"[1, 13, 23, 25]",True,nsubj obl obj compound,reference
64,0,29,train-s5211,"[1, 23, 13, 25]",False,nsubj obj obl compound,variant
64,0,29,train-s5211,"[1, 23, 25, 13]",False,nsubj obj compound obl,variant
64,0,29,train-s5211,"[13, 25, 23, 1]",False,obl compound obj nsubj,variant
64,0,29,train-s5211,"[23, 1, 13, 25]",False,obj nsubj obl compound,variant
64,0,29,train-s5211,"[23, 13, 1, 25]",False,obj obl nsubj compound,variant
64,0,29,train-s5211,"[25, 1, 13, 23]",False,compound nsubj obl obj,variant
64,0,29,train-s5211,"[25, 13, 1, 23]",False,compound obl nsubj obj,variant
64,0,29,train-s5211,"[25, 13, 23, 1]",False,compound obl obj nsubj,variant
64,0,29,train-s5211,"[25, 23, 13, 1]",False,compound obj obl nsubj,variant
19,0,16,train-s5221,"[8, 11, 13, 14]",True,nsubj obl obj advmod,reference
19,0,16,train-s5221,"[8, 11, 14, 13]",False,nsubj obl advmod obj,variant
19,0,16,train-s5221,"[8, 13, 11, 14]",False,nsubj obj obl advmod,variant
19,0,16,train-s5221,"[8, 14, 11, 13]",False,nsubj advmod obl obj,variant
19,0,16,train-s5221,"[8, 14, 13, 11]",False,nsubj advmod obj obl,variant
19,0,16,train-s5221,"[11, 13, 14, 8]",False,obl obj advmod nsubj,variant
19,0,16,train-s5221,"[13, 11, 14, 8]",False,obj obl advmod nsubj,variant
19,0,16,train-s5221,"[13, 14, 11, 8]",False,obj advmod obl nsubj,variant
19,0,16,train-s5221,"[14, 11, 13, 8]",False,advmod obl obj nsubj,variant
19,0,16,train-s5221,"[14, 13, 11, 8]",False,advmod obj obl nsubj,variant
31,0,16,train-s5345,"[1, 5, 13, 14]",True,nsubj obl obj compound,reference
31,0,16,train-s5345,"[1, 13, 5, 14]",False,nsubj obj obl compound,variant
31,0,16,train-s5345,"[1, 13, 14, 5]",False,nsubj obj compound obl,variant
31,0,16,train-s5345,"[5, 14, 13, 1]",False,obl compound obj nsubj,variant
31,0,16,train-s5345,"[13, 1, 5, 14]",False,obj nsubj obl compound,variant
31,0,16,train-s5345,"[13, 5, 1, 14]",False,obj obl nsubj compound,variant
31,0,16,train-s5345,"[14, 1, 5, 13]",False,compound nsubj obl obj,variant
31,0,16,train-s5345,"[14, 5, 1, 13]",False,compound obl nsubj obj,variant
31,0,16,train-s5345,"[14, 5, 13, 1]",False,compound obl obj nsubj,variant
31,0,16,train-s5345,"[14, 13, 5, 1]",False,compound obj obl nsubj,variant
46,0,28,train-s5359,"[2, 12, 22, 24]",True,nsubj obl obj compound,reference
46,0,28,train-s5359,"[2, 22, 12, 24]",False,nsubj obj obl compound,variant
46,0,28,train-s5359,"[2, 22, 24, 12]",False,nsubj obj compound obl,variant
46,0,28,train-s5359,"[12, 24, 22, 2]",False,obl compound obj nsubj,variant
46,0,28,train-s5359,"[22, 2, 12, 24]",False,obj nsubj obl compound,variant
46,0,28,train-s5359,"[22, 12, 2, 24]",False,obj obl nsubj compound,variant
46,0,28,train-s5359,"[24, 2, 12, 22]",False,compound nsubj obl obj,variant
46,0,28,train-s5359,"[24, 12, 2, 22]",False,compound obl nsubj obj,variant
46,0,28,train-s5359,"[24, 12, 22, 2]",False,compound obl obj nsubj,variant
46,0,28,train-s5359,"[24, 22, 12, 2]",False,compound obj obl nsubj,variant
13,0,13,train-s5379,"[2, 5, 8, 9]",True,nsubj obl obj compound,reference
13,0,13,train-s5379,"[2, 8, 5, 9]",False,nsubj obj obl compound,variant
13,0,13,train-s5379,"[2, 8, 9, 5]",False,nsubj obj compound obl,variant
13,0,13,train-s5379,"[5, 9, 8, 2]",False,obl compound obj nsubj,variant
13,0,13,train-s5379,"[8, 2, 5, 9]",False,obj nsubj obl compound,variant
13,0,13,train-s5379,"[8, 5, 2, 9]",False,obj obl nsubj compound,variant
13,0,13,train-s5379,"[9, 2, 5, 8]",False,compound nsubj obl obj,variant
13,0,13,train-s5379,"[9, 5, 2, 8]",False,compound obl nsubj obj,variant
13,0,13,train-s5379,"[9, 5, 8, 2]",False,compound obl obj nsubj,variant
13,0,13,train-s5379,"[9, 8, 5, 2]",False,compound obj obl nsubj,variant
26,0,15,train-s5436,"[1, 7, 8, 11]",True,nsubj advcl obl compound,reference
26,0,15,train-s5436,"[1, 8, 7, 11]",False,nsubj obl advcl compound,variant
26,0,15,train-s5436,"[11, 7, 8, 1]",False,compound advcl obl nsubj,variant
26,0,15,train-s5436,"[11, 8, 7, 1]",False,compound obl advcl nsubj,variant
44,0,25,train-s5451,"[9, 12, 15, 20]",True,nsubj obl obl advmod,reference
44,0,25,train-s5451,"[9, 12, 20, 15]",False,nsubj obl advmod obl,variant
44,0,25,train-s5451,"[9, 15, 12, 20]",False,nsubj obl obl advmod,variant
44,0,25,train-s5451,"[9, 15, 20, 12]",False,nsubj obl advmod obl,variant
44,0,25,train-s5451,"[12, 20, 15, 9]",False,obl advmod obl nsubj,variant
44,0,25,train-s5451,"[15, 20, 12, 9]",False,obl advmod obl nsubj,variant
44,0,25,train-s5451,"[20, 12, 15, 9]",False,advmod obl obl nsubj,variant
44,0,25,train-s5451,"[20, 15, 12, 9]",False,advmod obl obl nsubj,variant
13,0,11,train-s5470,"[1, 6, 8, 9]",True,nsubj obj compound advmod,reference
13,0,11,train-s5470,"[1, 6, 9, 8]",False,nsubj obj advmod compound,variant
13,0,11,train-s5470,"[1, 9, 6, 8]",False,nsubj advmod obj compound,variant
13,0,11,train-s5470,"[6, 1, 8, 9]",False,obj nsubj compound advmod,variant
13,0,11,train-s5470,"[8, 6, 9, 1]",False,compound obj advmod nsubj,variant
13,0,11,train-s5470,"[8, 9, 6, 1]",False,compound advmod obj nsubj,variant
13,0,11,train-s5470,"[9, 8, 1, 6]",False,advmod compound nsubj obj,variant
13,0,11,train-s5470,"[9, 8, 6, 1]",False,advmod compound obj nsubj,variant
94,0,31,train-s5531,"[2, 6, 26, 28]",True,nsubj obj iobj compound,reference
94,0,31,train-s5531,"[2, 26, 6, 28]",False,nsubj iobj obj compound,variant
94,0,31,train-s5531,"[26, 2, 6, 28]",False,iobj nsubj obj compound,variant
94,0,31,train-s5531,"[28, 6, 2, 26]",False,compound obj nsubj iobj,variant
94,0,31,train-s5531,"[28, 6, 26, 2]",False,compound obj iobj nsubj,variant
94,0,31,train-s5531,"[28, 26, 6, 2]",False,compound iobj obj nsubj,variant
28,0,15,train-s5542,"[1, 2, 9, 12]",True,nsubj obl obl obj,reference
28,0,15,train-s5542,"[1, 2, 12, 9]",False,nsubj obl obj obl,variant
28,0,15,train-s5542,"[1, 9, 2, 12]",False,nsubj obl obl obj,variant
28,0,15,train-s5542,"[1, 9, 12, 2]",False,nsubj obl obj obl,variant
28,0,15,train-s5542,"[1, 12, 2, 9]",False,nsubj obj obl obl,variant
28,0,15,train-s5542,"[1, 12, 9, 2]",False,nsubj obj obl obl,variant
28,0,15,train-s5542,"[2, 1, 9, 12]",False,obl nsubj obl obj,variant
28,0,15,train-s5542,"[2, 9, 1, 12]",False,obl obl nsubj obj,variant
28,0,15,train-s5542,"[2, 9, 12, 1]",False,obl obl obj nsubj,variant
28,0,15,train-s5542,"[2, 12, 9, 1]",False,obl obj obl nsubj,variant
28,0,15,train-s5542,"[9, 1, 2, 12]",False,obl nsubj obl obj,variant
28,0,15,train-s5542,"[9, 2, 1, 12]",False,obl obl nsubj obj,variant
28,0,15,train-s5542,"[9, 2, 12, 1]",False,obl obl obj nsubj,variant
28,0,15,train-s5542,"[9, 12, 2, 1]",False,obl obj obl nsubj,variant
28,0,15,train-s5542,"[12, 1, 2, 9]",False,obj nsubj obl obl,variant
28,0,15,train-s5542,"[12, 1, 9, 2]",False,obj nsubj obl obl,variant
28,0,15,train-s5542,"[12, 2, 1, 9]",False,obj obl nsubj obl,variant
28,0,15,train-s5542,"[12, 2, 9, 1]",False,obj obl obl nsubj,variant
28,0,15,train-s5542,"[12, 9, 1, 2]",False,obj obl nsubj obl,variant
28,0,15,train-s5542,"[12, 9, 2, 1]",False,obj obl obl nsubj,variant
34,0,17,train-s5553,"[2, 3, 11, 14]",True,obj nsubj iobj advcl,reference
34,0,17,train-s5553,"[2, 3, 14, 11]",False,obj nsubj advcl iobj,variant
34,0,17,train-s5553,"[2, 11, 14, 3]",False,obj iobj advcl nsubj,variant
34,0,17,train-s5553,"[2, 14, 11, 3]",False,obj advcl iobj nsubj,variant
34,0,17,train-s5553,"[3, 2, 14, 11]",False,nsubj obj advcl iobj,variant
34,0,17,train-s5553,"[3, 11, 14, 2]",False,nsubj iobj advcl obj,variant
34,0,17,train-s5553,"[3, 14, 2, 11]",False,nsubj advcl obj iobj,variant
34,0,17,train-s5553,"[3, 14, 11, 2]",False,nsubj advcl iobj obj,variant
34,0,17,train-s5553,"[11, 2, 14, 3]",False,iobj obj advcl nsubj,variant
34,0,17,train-s5553,"[11, 14, 2, 3]",False,iobj advcl obj nsubj,variant
34,0,17,train-s5553,"[11, 14, 3, 2]",False,iobj advcl nsubj obj,variant
34,0,17,train-s5553,"[14, 11, 3, 2]",False,advcl iobj nsubj obj,variant
27,1,17,train-s5584,"[1, 8, 12, 13]",True,nsubj obl obj compound,reference
27,1,17,train-s5584,"[1, 12, 8, 13]",False,nsubj obj obl compound,variant
27,1,17,train-s5584,"[1, 12, 13, 8]",False,nsubj obj compound obl,variant
27,1,17,train-s5584,"[8, 13, 12, 1]",False,obl compound obj nsubj,variant
27,1,17,train-s5584,"[12, 1, 8, 13]",False,obj nsubj obl compound,variant
27,1,17,train-s5584,"[12, 8, 1, 13]",False,obj obl nsubj compound,variant
27,1,17,train-s5584,"[13, 1, 8, 12]",False,compound nsubj obl obj,variant
27,1,17,train-s5584,"[13, 8, 1, 12]",False,compound obl nsubj obj,variant
27,1,17,train-s5584,"[13, 8, 12, 1]",False,compound obl obj nsubj,variant
27,1,17,train-s5584,"[13, 12, 8, 1]",False,compound obj obl nsubj,variant
25,0,16,train-s5622,"[1, 4, 11, 13]",True,nsubj obl obj compound,reference
25,0,16,train-s5622,"[1, 11, 4, 13]",False,nsubj obj obl compound,variant
25,0,16,train-s5622,"[1, 11, 13, 4]",False,nsubj obj compound obl,variant
25,0,16,train-s5622,"[4, 13, 11, 1]",False,obl compound obj nsubj,variant
25,0,16,train-s5622,"[11, 1, 4, 13]",False,obj nsubj obl compound,variant
