dep_len_temperley,info_status_score,sentence_length,sent_id,text,type
18,0,14,train-s10329,वाम दलों ने मध्यावधि चुनाव के प्रति यूपीए सरकार को चेतावनी दी है ।,reference
85,0,41,train-s10355,चेन्नई के निजी दौरे पर गए डालमिया ने मुंबई रवाना होने से पूर्व हवाई अड्डे पर पत्रकारों द्वारा इस बारे में पूछे गए सवालों के जवाब में केवल इतना कहा कि मैं इस मुद्दे पर कोई टिथी नहीं करना चाहता ।,reference
66,0,33,train-s10356,"तमिलनाडु के नेताजी क्रिकेट क्लब, राजस्थान और बिहार क्रिकेट एसोसिएशनों ने सोमवार को अदालत में याचिका दाखिल कर कोलकाता हाईकोर्ट द्वारा २३ सितंबर को सुनाए गए आदेश को चुनौती दी है ।",reference
93,0,45,train-s10359,"हाईकोर्ट ने अपने निर्णय में दो पर्यवेक्षकों को हटाते हुए केवल न्यायमूर्ति एस. पी. सेन को बीसीसीआई चुनाव करवाने का दायित्व सौंप दिया है, जबकि याचिकाकर्ता चाहते हैं कि हाईकोर्ट की एक सदस्यीय पीठ द्वारा सुनाए गए निर्णय को ही क़ायम रखा जाए ।",reference
22,0,16,train-s10360,एक सदस्यीय पीठ ने ही तीन पर्यवेक्षकों को चुनाव कराने के लिए अधिकृत किया था ।,reference
20,0,18,train-s10392,इस मामले के दूसरे आरोपी त्रिलोकी सिंह को दिल्ली पुलिस ने आज यूपी के हवाले कर दिया ।,reference
12,1,9,train-s10396,वे ३१ दिसंबर को रैली को संबोधित करेंगे ।,reference
30,0,20,train-s10429,सीबीआई ने केंद्रीय उत्पाद विभाग के संयुक्त आयुक्त उमेश गोयल को रिश्वत लेने के आरोप में गिरफ्तार किया है ।,reference
46,0,19,train-s10450,"सरकार ने रोटी, कपड़ा, मकान, स्वास्थ्य और शिक्षा को अपनी प्राथमिकताओं में शामिल किया है ।",reference
32,0,17,train-s10470,सीतलवाड़ सुप्रीम कोर्ट सहित विभिन्न अदालतों में दंगा पीड़ितों के हक की लड़ाई लड़ रही हैं ।,reference
38,0,25,train-s10497,सुप्रीम कोर्ट ने मध्यप्रदेश के जंजगीर चम्पा जिले के पंचायत शिक्षाकर्मियों के चयन के मामले में हाईकोर्ट के निर्णय को सही करार दिया है ।,reference
13,0,11,train-s10502,कलेक्टर के आदेश को याचियों ने हाईकोर्ट में चुनौती दी ।,reference
104,0,56,train-s10507,न्यायमूर्ति एस. बी. सिन्हा और जस्टिस पी. पी. नायलेकर की खंडपीठ ने कर्नाटक हाईकोर्ट के फैसले को चुनौती देने वाली होमवे गवडा शिक्षा ट्रस्ट व अन्य की अपील स्वीकार करते हुए हाईकोर्ट के फैसले को रद्द कर दिया और प्रवक्ता वैक्प्पा गावड़ा की बर्खास्तगी को उचित ठहराते हुए कहा कि उसे सही दंड दिया गया ।,reference
49,0,22,train-s10517,सुप्रीम कोर्ट इस पूरे मामले में देश भर में प्रचलित विवाह परंपराओं और पद्धतिओं को ध्यान में रखते हुए विचार करेगी ।,reference
36,0,23,train-s10519,दिल्ली हाईकोर्ट ने भाग कर शादी करने के मामले में अवयस्क पतियों के खिलाफ कार्रवाई करने में अपनी अक्षमता व्यक्त की थी ।,reference
20,0,14,train-s10561,प्रधानमंत्री जॉन हॉवर्ड ने अपने शोक संदेश में उन्हें एक महान आस्ट्रेलियाई बताया ।,reference
48,0,25,train-s10627,प्रधानमंत्री मनमोहन सिंह ने भारत के स्वदेशी फास्ट - ब्रीडर कार्यक्रम पर निगरानी लगाए जाने की अमेरिकी मांग को साफतौर पर ठुकरा दिया है ।,reference
62,0,34,train-s10660,एसटीएफ प्रमुख और तमिलनाडु के डीजीपी विजयकुमार ने कर्नाटक के मुख्यमंत्री धर्म सिंह और उप - मुख्यमंत्री सिद्धरमैया से मुलाकात के बाद यहां पत्रकारों से कहा कि मेरा काम पूरा हो गया है ।,reference
19,0,16,train-s10714,इराक के उप प्रधानमंत्री बारहम सालेह ने सशस्त्र सुरक्षाकर्मियों के बीच ब्रेमर को विदा किया ।,reference
68,0,32,train-s10715,ब्रेमर ने अमेरिका के सैनिक विमान सी - 130 से रवाना होने से पहले सालेह से हाथ मिलाया और वहां मौजूद पत्रकारों से बिना कोई बात किए वह रवाना हो गए ।,reference
49,0,25,train-s10729,मुंबई हाईकोर्ट के कार्यवाहक मुख्य न्यायाधीश ए. पी. शाह व न्यायमूर्ति एस. यू. कामदार की खंडपीठ याचिका पर अगली सुनवाई ३० जून को करेगी ।,reference
50,0,33,train-s10835,गुजरात के पंचमहल जिले के लुनावड़ा गांव में सामूहिक कब्र में बड़ी संख्या में नरकंकालों के मिलने की खबर ने एक बार फिर देश का ध्यान गुजरात दंगों की ओर खींचा है ।,reference
20,1,12,train-s10841,हमसे शिनाख्त के लिए परिजनों ने कई बार मुलाकात की है ।,reference
14,0,11,train-s10878,पुलिस ने मौके से छह खाली कारतूस बरामद किए हैं ।,reference
17,0,12,train-s10882,पुलिस ने शवों को पोस्टमार्टम के लिए पीजीआई भेज दिया है ।,reference
54,0,28,train-s10912,भाजपा अध्यक्ष वेंकैया नायडू ने मंगलवार को संवाददाताओं को संबोधन में कहा कि कैप्टन अमरिंदर सिंह के इस बयान से देश की एकता को ठेस पहुंची है ।,reference
11,-1,12,train-s10921,काले धन को अचल संपत्ति में लगाना अब आसान नहीं होगा ।,reference
98,-1,36,train-s10923,सब रजिस्ट्रार अब तीस लाख या उससे अधिक की संपत्ति की रजिस्ट्री तभी कर सकेंगे जब खरीदने और बेचने वाले दोनों ही आयकर विभाग द्वारा अनिवार्य रूप से लागू किए गए फार्म को भरकर देंगे ।,reference
32,0,20,train-s10931,आयकर विभाग ने एक बार फिर अचल संपत्ति की खरीद - फरोख्त पर शिकंजा कसना शुरू कर दिया है ।,reference
29,0,23,train-s10945,मोबाइल सेवा देने वाली निजी क्षेत्र की कंपनी एयरटेल ने पश्चिमी उत्तर प्रदेश और उत्तरांचल के लिए नया पैकेज ऑफर किया है ।,reference
24,1,13,train-s10969,उन्होंने ऋण देने में बैंकों की हिचक पर भी गंभीर चिंता जताई ।,reference
59,1,24,train-s10970,उन्होंने ऋण वितरण को प्रोत्साहित करने के लिए ऋण का 10 फीसदी रिस्क फंड के रूप में उपलब्ध कराने पर भी बल दिया ।,reference
31,0,19,train-s10993,यह समिति राज्यों के मुख्यमंत्रियों और प्रभारी महासचिवों को भी इस बैठक में शरीक करने जा रही है ।,reference
41,0,23,train-s11005,कांग्रेस को हटाए गए मंत्रियों में से कई को जगह देने के लिए राज्य इकाईयों में भी फेरबदल करना पड़ सकता है ।,reference
62,-1,29,train-s11072,सेना प्रमुख एन. सी. विज और अन्य वरिष्ठ अधिकारियों ने उन्हें नियंत्रण रेखा के हालात और घुसपैठ रोकने के लिए उठाए गए कदमों के बारे में जानकारी दी ।,reference
37,0,28,train-s11094,बिजली मंत्रालय की बैठक में हिस्सा लेने गए पावर कारपोरेशन के सीएमडी दीपक सिंघल दिल्ली से लगातार स्थिति का जायजा लेकर अधिकारियों को जरूरी निर्देश देते रहे ।,reference
18,0,13,train-s11112,श्रीकुमार ने अपनी याचिका में सील कवर तरीके को चुनौती दी है ।,reference
54,0,24,train-s11133,शिवसेना के पूर्व नेता राज ठाकरे ने शुक्रवार को भाजपा के वरिष्ठ नेताओं अटल बिहारी वाजपेयी व एल. के. आडवाणी से मुलाकात की ।,reference
185,0,49,train-s11196,इटली में छुट्टी मना रहे ब्लेयर ने बुधवार को इस दस्तावेज के भाग्य का फैसला करने के लिए नीदरलैंड में होने वाले जनमत संग्रह या फिर जून मध्य में यूरोपीय यूनियन के नेताओं के तिमाही सम्मेलन होने से पूर्व बहुत सोच - विचार करने की बात कही है ।,reference
63,-1,33,train-s11200,इससे भी ज्यादा जरूरी सवाल अब यूरोप के भविष्य को लेकर यह उठता है कि यूरोपीय अर्थव्यवस्था का भविष्य क्या होगा और भूमंडलीयकरण व तकनीकी परिवर्तनों का सामना यूरोपीय देश कैसे करेंगे ।,reference
27,0,18,train-s11207,भारतीय प्रतिनिधिमंडल के सदस्य इस संस्थान के विशेषज्ञों से भी घुसपैठ के विभिन्न पहलुओं पर बातचीत करेंगे ।,reference
32,1,16,train-s11221,हम देश में बुनियादी ढांचे के विकास में सिंगापुर की कंपनियों की मदद चाहते हैं ।,reference
44,0,23,train-s11230,मनमोहन सिंह ने एशियन देशों के साथ भारत के रिश्ते को मजबूत बनाने में सिंगापुर की भूमिका की भी जमकर सराहना की ।,reference
27,0,15,train-s11250,माकपा ने शनिवार को भारत - अमेरिका परमाणु समझौते पर अपनी आपत्ति जताई है ।,reference
21,0,12,train-s11288,सीबीआई ने शुक्रवार को भ्रष्ट अधिकारियों के खिलाफ देशव्यापी छापे मारे ।,reference
103,0,32,train-s11291,"जांच एजेंसी ने ७० सरकारी अफसरों के खिलाफ आय से अधिक संपत्ति रखने, अमानत में खयानत, घूस लेने और जालसाजी व आपराधिक षड्यंत्र रचने के ५८ मामले दर्ज किए ।",reference
28,0,17,train-s11308,कांग्रेस ने जाति का नाम लिखकर उम्मीदवारों की सूची जारी करने से भी इनकार किया है ।,reference
110,0,39,train-s11315,रालोद प्रमुख चौधरी अजित सिंह तो तेलंगाना के समर्थन में पहले से खड़े रहे हैं लेकिन यूपीए सरकार में मंत्री के. चंद्रशेखर राव ने मायावती को भी समर्थन में खुलकर आगे आने के लिए राजी कर लिया है ।,reference
45,0,23,train-s11320,पवार ने यूपीए नेतृत्व को यह याद दिलाया कि यूपीए के गठन के दौरान अलग तेलंगाना राज्य को लेकर सहमति बनी थी ।,reference
43,0,25,train-s11340,लालू ने 18 अक्टूबर को होने वाले प्रथम चरण के चुनाव के लिए राजद के 51 प्रत्याशियों की सूची भी जारी कर दी है ।,reference
53,0,28,train-s11354,प्रधानमंत्री मनमोहन सिंह ने धार्मिक आधार पर देश के एक और विभाजन या सीमा फिर से तय करने की संभावना को दृढ़ता से खारिज कर दिया है ।,reference
50,1,26,train-s11367,"हम सभी मसलों पर विचार के लिए तैयार हैं, उन पर भी जिन्हें राष्ट्रपति मुशर्रफ जम्मू कश्मीर का 'मुख्य मुद्दा' कहते हैं ।",reference
26,0,15,train-s11404,कांग्रेस प्रवक्ता ने बुधवार को इस मामले में जूदेव का भी हवाला दिया है ।,reference
29,0,19,train-s11408,मोदी से नाराज नेता जहां राजधानी में डेरा डालकर भाजपा नेतृत्व पर दबाव बनाने में जुटे हुए हैं ।,reference
24,0,16,train-s11418,मुख्यमंत्री नरेंद्र मोदी ने मंगलवार को पूर्व प्रधानमंत्री अटल बिहारी वाजपेयी से मुलाकात की थी ।,reference
41,0,22,train-s11430,मुख्यमंत्री ने श्रमिकों को अपना भाई बताते हुए भरोसा दिलाया कि उनके सामने किसी तरह की परेशानी नहीं आने दी जाएगी ।,reference
39,0,20,train-s11445,मुख्यमंत्री ने कंपनी प्रबंधकों और कर्मचारियों के नेताओं को प्रदेश के हित में सौहार्दपूर्ण समझौता करने पर मुबारकबाद दी ।,reference
133,0,45,train-s11446,"हुड्डा ने श्रमिकों पर दंगा भड़काने, जानलेवा हमला करने एवं सरकारी संपत्ति को नुकसान पहुंचाने को लेकर किए गए मुकदमे के बारे में पूछे गए एक सवाल के जवाब में बताया कि न्यायिक जांच में जो दोषी पाया जाएगा उसे दंडित किया जाएगा ।",reference
56,0,22,train-s11488,परियोजना सलाहकार बीएचपी बिलिटन ने पहले गैस को मुल्तान से जैसलमेर के निकट किसी स्थान पर लाने का सुझाव दिया था ।,reference
27,0,18,train-s11532,सेना पुलिस ने अपने दम पर पूरी छानबीन करने के बाद मामला सिविल पुलिस को सौंपा है ।,reference
29,0,24,train-s11544,भारतीय जनता पार्टी के वरिष्ठ नेता संजय जोशी को विवादास्पद सीडी के मामले में मध्यप्रदेश की पुलिस ने क्लीन चिट दे दी है ।,reference
32,0,14,train-s11572,प्रधानमंत्री ने मॉरिशस को भारत के लिए उपयोगी भागीदार और दोस्त भी बताया ।,reference
16,-1,12,train-s11587,पाक को अब तक १८० रनों की बढ़त मिल चुकी है ।,reference
34,0,17,train-s11602,आडवाणी ने अपनी टीम में उपाध्यक्ष और महासचिव का एक - एक पद खाली रखा है ।,reference
20,0,12,train-s11605,नकवी ने आज भाजपा की नई कार्यकारिणी की सूची जारी की ।,reference
23,0,16,train-s11628,गुप्तचर ब्यूरो ने शनिवार सुबह ही एक मोबाइल फोन की कॉल को इंटरसेप्ट किया था ।,reference
11,0,9,train-s11656,मुझे इस बारे में कुछ नहीं कहना है ।,reference
34,0,18,train-s11667,मनमोहन सिंह ने इस संबंध में राज्यों से अपनी प्रतिबद्घताओं को पूरा करने की अपील की है ।,reference
48,0,30,train-s11679,केंद्र की यूपीए सरकार में शामिल द्रमुक के अध्यक्ष करुणानिधि ने शनिवार को पत्रकारों से बातचीत में कहा कि यह बयान वाजपेयी के अच्छे राजनीतिक संस्कारों को दर्शाता है ।,reference
20,0,15,train-s11694,आमिर के व्यक्तिगत सुरक्षाकर्मी पत्रकारों और फोटोग्राफरों को अंदर नहीं जाने दे रहे थे ।,reference
21,0,16,train-s11735,इस्लाम को आतंकवाद से जोड़कर देखा जाना मौजूदा दौर में हमारे लिए बड़ी चुनौती है ।,reference
59,1,23,train-s11740,हम यह नकारात्मक छवि अपनी क्षमताओं को पूरा इस्तेमाल करके और मुस्लमानों का जीवन स्तर सुधार कर ही ठीक कर सकते हैं ।,reference
40,0,23,train-s11762,पाकिस्तान के राष्ट्रपति जनरल परवेज मुशर्रफ ने बुधवार को नए प्रधानमंत्री शौकत अजीज की अगुवाई वाले ३२ सदस्यीय मंत्रिमंडल को शपथ दिलाई ।,reference
66,0,27,train-s11767,काजी मुशर्रफ के एक विश्वासपात्र सहयोगी हैं और १९९९ में जब मुशर्रफ ने सत्ता हथिया ली थी उस समय वह रेल मंत्री भी रह चुके हैं ।,reference
71,0,34,train-s11778,ग्रामीण क्षेत्रों में रहने वाले गरीब इस प्रणाली से बुरी तरह प्रभावित हो रहे हैं क्योंकि भ्रष्टाचार के कारण केंद्र द्वारा चलाई जा रही कल्याण योजनाओं का लाभ उनको नहीं मिल पा रहा है,reference
24,0,13,train-s11788,प्रधानमंत्री ने सभी साहित्यकारों को अंग वस्त्र व ताम्र पत्र प्रदान किया ।,reference
118,-1,43,train-s11821,इन सांसद महोदय को यह भी याद नहीं रहा कि फर्जी स्टीकर का सहारा लेकर ही 13 दिसंबर 2001 को आतंकवादियों ने संसद में प्रवेश किया था और सुरक्षाकर्मियों ने अपनी जान देकर लोकतंत्र के सबसे बड़े मंदिर की हिफाजत की थी ।,reference
16,0,14,train-s11834,अमेरिकी गुप्तचरों ने पिछले दो महीने से राजधानी में डेरा डाला हुआ है ।,reference
13,0,13,train-s11835,इन गुप्तचरों ने मौर्य शेरटन होटल को लगभग सील कर दिया है ।,reference
19,1,18,train-s11841,"बुश का काफिला जिन रास्तों से होकर गुजरेगा, वे आम जनता के लिए लगभग बंद रहेंगे ।",reference
54,0,21,train-s11868,पाकिस्तानी टीम २५ फरवरी को तीन टेस्ट और पांच एक दिवसीय अंतर्राष्ट्रीय मैच खेलने भारत दौरे पर आ रही है ।,reference
26,1,15,train-s11880,उन्होंने बीसीसीआई से बातचीत करने के बाद मुझे सूचित करने का आश्वासन दिया है ।,reference
26,0,22,train-s11928,मानवाधिकार पर संयुक्त राष्ट्र आयोग की प्रतिनिधि असमां जहांगीर ने फ्रांस की यात्रा के बाद इस संबंध में चिंता जताई है ।,reference
35,0,21,train-s11992,कांग्रेस अध्यक्ष सोनिया गांधी और पेट्रोलियम मंत्री मणिशंकर अय्यर से शुक्रवार सुबह श्रीलंका की राष्ट्रपति चंद्रिका कुमारतुंग ने मुलाकात की ।,reference
18,0,14,train-s11996,श्रीलंका की राष्ट्रपति तीन दिन की सरकारी यात्रा पर बृहस्पतिवार को यहां पहुंची ।,reference
82,0,35,train-s12023,कांग्रेस अध्यक्ष सोनिया गांधी अगस्त के अंत तक ही गठबंधन के बारे में फैसला चाहती थी पर केंद्रीय मंत्री पासवान के कहने पर इस समय सीमा को दस दिन के लिए बढ़ाया गया है ।,reference
81,0,35,train-s12072,भारतीय अंतरिक्ष अनुसंधान केंद्र (इसरो) ने ग्रामीण जनता को उनकी जरूरत की सभी जानकारियां उपलब्ध कराने के लिए गांवों में ग्रामीण संसाधन केंद्र (वीआरसी) की स्थापना की योजना बनाई है ।,reference
43,0,29,train-s12106,केंद्र सरकार द्वारा १९८४ के दंगा पीड़ितों को हाल में दिए गए मुआवजे को भाजपा अध्यक्ष राजनाथ सिंह ने 'ऊंट के मुंह में जीरा' करार दिया ।,reference
53,0,22,train-s12109,किसानों ने भी लगे हाथों उन्हें भरोसा दिलाया कि हम भी इस बार आपकी सरकार बनाने का 'जुगाड़' करेंगे ।,reference
59,1,23,train-s12110,उन्होंने अपना धरना अकाली नेता सुखदेव सिंह ढींढसा द्वारा इस मुद्दे पर सरकार से बातचीत करने के आश्वासन के बाद समाप्त किया ।,reference
11,0,10,train-s12116,राजनाथ सिंह ने सबसे पहले गुरुद्वारा में मत्था टेका ।,reference
82,0,32,train-s12221,प्रधानमंत्री ने राष्ट्रीय अल्पसंख्यक विकास एवं वित्त निगम के काम - काज को सुचारू रूप से आगे बढ़ाने के लिए उसे आवंटित की जाने वाली धनराशि को बढ़ाने की घोषणा की ।,reference
56,0,26,train-s12270,"पाकिस्तान, उत्तरी कोरिया और चीन द्वारा परमाणु अप्रसार संधि के उल्लंधन पर क्लिंटन और बुश दोनों की ही नीतियां निराश करने वाली रही हैं ।",reference
7,0,10,train-s12275,इस धमकी भरे पत्र से उलेमा इत्तेफाक नहीं रखते ।,reference
12,0,12,train-s12292,अमर उजाला अखबार ने हमेशा ऐसे मुद्दों से परहेज किया है ।,reference
14,-1,11,train-s12340,पुलिस ने अभी तक दस युवकों को गिरफ्तार किया है ।,reference
51,0,26,train-s12421,भारत और पाकिस्तान ४.१६ अरब डॉलर की लागत वाली २६०० किमी लंबी पाइप लाइन के जरिये ईरान से प्राकृतिक गैस आयात करने के इच्छुक हैं ।,reference
166,0,50,train-s12450,असम के मुख्यमंत्री तरुण गोगोई ने शनिवार को यहाँ पत्रकारों से कहा कि उनकी सरकार वार्ता के लिए प्रधानमंत्री कार्यालय की ओर से हाल में दिए निमंत्रण पर फैसला करने के लिए उल्फा की केंद्रीय कार्यकारिणी बैठक में शामिल होने के लिए सदस्यों को रिहा करने को तैयार है ।,reference
70,0,37,train-s12451,राष्ट्रीय उपभोक्ता आयोग (एनसीसी) ने परिपक्वता की अवधि से पहले पॉलिसी बंद करने वाले बीमा धारकों के हक़ में फैसला सुनाते हुए डाक विभाग को ग्राहकों की पूरी रक़म लौटाने का आदेश दिया है ।,reference
19,0,17,train-s12454,इन तीनों ने तीन वर्ष से अधिक समय तक पैसे जमाकर पॉलिसी बंद कर दी थी ।,reference
72,0,28,train-s12456,खंडपीठ डाक विभाग के इस तर्क से सहमत नहीं था कि समय से पहले पॉलिसी बंद करने के कारण तीनों ग्राहक पूरी रक़म के हक़दार नहीं हैं ।,reference
71,0,27,train-s12492,सरना ने पाक अधिकारियों के साथ योजना को अंजाम देने के लिए पिछले सप्ताह लाहौर की यात्रा पर गए चार सदस्यीय दल का नेतृत्व किया था ।,reference
26,0,19,train-s12503,सुप्रीम कोर्ट ने हाईकोर्ट के आदेश पर रोक लगाते हुए पप्पू यादव को बेउर जेल भेज दिया था ।,reference
108,0,44,train-s12507,न्यायमूर्ति एन. संतोष हेगड़े और न्यायमूर्ति एस. बी. सिन्हा की पीठ ने बेउर जेल में पप्पू यादव के दरबार और ७ दिसंबर को मारे गए छापे में उनके पास बरामद सेल फोन को देखते हुए जैमर लगाने का महत्वपूर्ण निर्देश जारी कर दिया ।,reference
42,0,23,train-s12542,सर्वेयरों और समुद्र अध्ययन विशेषज्ञों का एक दल १० जनवरी से इस केंद्र शासित प्रदेश का व्यापक सर्वे शुरू कर रहा है ।,reference
36,0,17,train-s12545,यह पोत कार निकोबार जैसे बुरी तरह प्रभावित इलाकों में पानी के भीतर की तस्वीरें उतारेगा ।,reference
31,-1,16,train-s12574,वामपंथी नेता उन्हें 'चतुर वित्तमंत्री' तक की उपाधि से भी नवाज़ चुके हैं ।,reference
84,0,34,train-s12624,अफजल और शौकत ने हाईकोर्ट के फैसले के खिलाफ सुप्रीम कोर्ट में अपील की थी और दिल्ली पुलिस ने हाईकोर्ट द्वारा गिलानी और अफशां को बरी करने के फैसले को चुनौती दी थी ।,reference
112,0,52,train-s12626,न्यायमूर्ति पीवी रेड्डी व न्यायमूर्ति पीपी नावलेकर की खंडपीठ ने 271 पन्नों के अपने फैसले में पाकिस्तान में आतंकी प्रशिक्षण पाने वाले अफजल की अपील खारिज कर मृत्युदंड को बरकरार रखते हुए कहा कि इसमें कोई शक नहीं है कि अफजल संसद पर हुए आतंकवादी हमले के षड्यंत्र में शामिल था ।,reference
56,0,25,train-s12633,अदालत ने फैसले में साफ तौर पर यह भी कहा कि साक्ष्यों के अभाव में गिलानी व नवजोत को बरी किया जा रहा है ।,reference
77,0,33,train-s12649,रूस के राष्ट्रपति व्लादिमीर पुतिन ने अपनी गलती सुधारते हुए शनिवार को स्पष्ट कर दिया कि वह सुरक्षा परिषद में भारत को वीटो की शक्ति से लैस करने के पक्ष में हैं ।,reference
52,0,18,train-s12651,"पुतिन ने आज उपराष्ट्रपति भैरो सिंह शेखावत, और विपक्ष के नेता लालकृष्ण आडवाणी से मुलाकात की ।",reference
79,0,28,train-s12782,मथेरानी बीती रात विएना से भारत आए थे लेकिन अपने आवास पर पहुंचने से पहले तीनों जांच एजंसियां उन्हें इंदिरा गांधी अंतर्राष्ट्रीय हवाई अड्डे से ले गई ।,reference
19,0,15,train-s12804,सरकार के कुछ अन्य विभाग भी आने वाले दिनों में मथेरानी से पूछताछ करेंगे ।,reference
24,0,19,train-s12812,बिजली की अनियमित आपूर्ति से गुस्साए लोगों ने बृहस्पतिवार को अलग - अलग स्थानों पर जाम लगा दिया ।,reference
15,0,12,train-s12827,लोगों ने अंबेडकर चौक पर तीन घंटे तक जाम लगाए रखा ।,reference
15,0,13,train-s12830,प्रदर्शनकारी महिलाएं लाठी - डंडे लेकर बीच सड़क में खड़ी हो गईं ।,reference
24,0,20,train-s12839,मौके पर पहुंचे एसडीओ महेंद्र सिंह व अन्य लोगों ने बीच - बचाव करके मामले को शांत कराया गया ।,reference
31,0,15,train-s12848,मजिस्ट्रेट ने अय्यर को १९ जनवरी तक न्यायिक हिरासत में भेजने के आदेश दिए ।,reference
81,0,30,train-s12873,अनारा ने राष्ट्रीय मानवाधिकार आयोग और राष्ट्रीय महिला आयोग से पुलिस उत्पीड़न और अवैध तरीके से गिरफ्तार करने की शिकायत करने के लिए दिल्ली जाने की इजाजत मांगी थी ।,reference
63,0,26,train-s12884,पार्टी की राष्ट्रीय कार्यकारिणी अपनी स्थापना की स्वर्ण जयंती मनाने के लिए आज दिल्ली के अम्बेडकर स्टेडियम के 'दीन दयाल नगर' में मिली ।,reference
68,0,38,train-s12912,"इस काम पर जितनी रक़म खर्च होगी, उसका ८५ प्रतिशत भारत सरकार जापान से लिए गए कर्ज से अनुदान के रूप में राज्य सरकार को देगी जबकि शेष १५ प्रतिशत अंश प्रदेश सरकार को देय होगा ।",reference
32,0,22,train-s12916,इलाहाबाद उत्तरी के विधायक डॉ. नरेंद्र कुमार सिंह गौर ने २० मार्च २००६ को इस मसले को विधानसभा में उठाया था ।,reference
23,0,14,train-s12922,यह कमाल बीते सप्ताह बाजार में आई एक साफ्टवेयर कंपनी ने किया है ।,reference
19,0,14,train-s12924,साफ्टवेयर कंपनी ने प्यार करने वालों के लिए नायाब तोहफा तैयार किया है ।,reference
22,0,13,train-s12947,क्रिस्टियनो ने ४२वें मिनट में अपनी टीम के लिए पहला गोल दागा ।,reference
24,0,16,train-s12956,भारत ने पहली बार खुलकर स्वीकार किया कि देश को परमाणु हमले का खतरा है ।,reference
13,0,12,train-s12973,पुलिस ने इस होटल को पूरी तरह सील कर दिया है ।,reference
16,0,16,train-s12989,अमेरिकी विदेश मंत्री कोंडोलीजा राइस ने खलीलजाद की नियुक्ति को परिपक्व फैसला करार दिया है ।,reference
42,0,25,train-s12992,पाकिस्तान के निर्वासित पूर्व प्रधानमंत्री नवाज़ शरीफ ने राष्ट्रपति परवेज़ मुशर्रफ के साथ किसी तरह की बातचीत या सौदेबाजी से साफ इन्कार किया है ।,reference
13,0,12,train-s13009,भारत ने अफ्रीकी संघ के रुख को खेदजनक करार दिया है ।,reference
81,0,37,train-s13107,कुमार ने कोसी नदी पर निर्मली में बनने वाले विशाल रेल पुल के निर्माण कार्य का लालू द्वारा धूमधाम के साथ शुभारंभ किए जाने को लेकर उन पर इस परियोजना का श्रेय लेने का आरोप लगाया ।,reference
130,0,47,train-s13114,"कैग ने शुक्रवार को संसद में पेश अपनी रिपोर्ट में कहा कि मुंबई के जुहू सेंटॉर और एअरपोर्ट सेंटॉर होटलों की बिक्री एकमात्र बोली के आधार पर की गई थी, जबकि इसे कंपटीटिव बिडिंग (प्रतिस्पर्धात्मक बोली) के आधार पर किया जाना चाहिए था ।",reference
25,0,13,train-s13174,बारिश ने क्षेत्र में जल और विद्युत आपूर्ति को भी प्रभावित किया ।,reference
133,0,40,train-s13198,"मित्तल स्टील को अल्जीरिया तथा दक्षिण अफ्रीका में अपनी मिलों के लिए कच्चे माल की जरूरत है, जबकि जीआईएचएल को अजाओकूता स्टील मिल तथा नाइजीरिया स्थित डेल्टा स्टील कंपनी के लिए और ज्यादा संसाधन जुटाने की दरकार है ।",reference
40,0,23,train-s13247,रेल मंत्री लालू प्रसाद यादव ने अपने पहले रेल बजट में आम लोगों के लिए खास ट्रेन चलाने का वायदा किया है ।,reference
28,0,25,train-s13255,अभिजात्य व उच्च वर्ग के पर्यटकों के लिए चलाई जाने वाली पैलेस ऑन व्हील्स अक्टूबर के दूसरे सप्ताह में अपना सफर शुरू करती है ।,reference
66,0,31,train-s13271,पासवान ने बृहस्पतिवार को उनके कमांडो वापस लेने के राज्य प्रशासन के प्रस्ताव पर कड़ी नाराजगी जताई थी और चुनावों में डीजीपी की भूमिका संदिग्ध होने का आरोप लगाया था ।,reference
